# adventure — 2-player playthrough. See golden/README.md before updating.
meta dice_seed=dice-adventure start_node=178 pois=60 gold_units=45
player p1 seat=1 stamina=30
player p2 seat=2 stamina=40
turn   1 p1 move 2/2 -> 141 stam-2 poi 141 magicx2 unguarded TAKEN | stam=28 gold=0
turn 129 p1 move 4/4 -> 25 stam-0 poi 25 mountain_movex2 unguarded TAKEN | stam=1 gold=6
turn 130 p2 move 9/9 -> 40 stam-3 poi 40 mountain_movex1 unguarded TAKEN | stam=3 gold=7
turn 131 p1 move 5/5 -> 41 stam-0 poi 41 mountain_movex2 unguarded TAKEN | stam=1 gold=6
turn 132 p2 move 10/10 -> 91 stam-0 poi 91 mountain_movex1 unguarded TAKEN | stam=3 gold=7
turn 133 p1 move 5/18 -> 38 stam-0 | stam=1 gold=6
turn 134 p2 move 3/3 -> 93 stam-0 poi 93 plains_movex2 unguarded TAKEN | stam=3 gold=7
turn 135 p1 move 7/11 -> 87 stam-0 | stam=1 gold=6
turn 136 p2 move 4/4 -> 94 stam-0 poi 94 fightingx2 unguarded TAKEN | stam=3 gold=7
turn 137 p1 move 4/4 -> 110 stam-0 poi 110 goldx1 fighting:3 roll 4+13 TAKEN | stam=1 gold=7
turn 138 p2 move 5/5 -> 130 stam-0 poi 130 mountain_movex2 unguarded TAKEN | stam=3 gold=7
turn 139 p1 move 5/5 -> 58 stam-0 poi 58 goldx1 fighting:2 roll 2+13 TAKEN | stam=1 gold=8
turn 140 p2 move 14/14 -> 112 stam-0 poi 112 goldx2 fighting:4 roll 4+2 TAKEN | stam=3 gold=9
turn 141 p1 move 9/17 -> 51 stam-0 | stam=1 gold=8
turn 142 p2 move 15/19 -> 111 stam-2 | stam=1 gold=9
turn 143 p1 move 8/8 -> 134 stam-0 poi 134 goldx2 fighting:6 roll 1+13 TAKEN | stam=1 gold=10
turn 144 p2 move 7/9 -> 151 stam-0 | stam=1 gold=9
turn 145 p1 move 6/6 -> 161 stam-0 poi 161 goldx2 fighting:6 roll 5+13 TAKEN | stam=1 gold=12
turn 146 p2 move 9/9 -> 143 stam-0 poi 143 goldx2 fighting:5 roll 2+2 kept | stam=1 gold=9
turn 147 p1 move 11/12 -> 215 stam-1 | stam=0 gold=12
turn 148 p2 move 0/0 -> 143 stam-0 poi 143 goldx2 fighting:5 roll 2+2 kept | stam=1 gold=9
turn 149 p1 move 1/1 -> 231 stam-0 poi 231 goldx6 fighting:10 roll 6+13 TAKEN | stam=0 gold=18
turn 150 p2 move 0/0 -> 143 stam-0 poi 143 goldx2 fighting:5 roll 6+2 TAKEN | stam=1 gold=11
turn 151 p1 move 5/5 -> 223 stam-0 poi 223 goldx2 magic:4 roll 3+5 TAKEN | stam=0 gold=20
turn 152 p2 move 4/4 -> 150 stam-0 poi 150 goldx2 magic:5 roll 1+5 TAKEN | stam=1 gold=13
turn 153 p1 move 10/10 -> 168 stam-0 poi 168 goldx2 fighting:4 roll 3+13 TAKEN | stam=0 gold=22
turn 154 p2 move 6/13 -> 217 stam-0 | stam=1 gold=13
turn 155 p1 move 12/12 -> 216 stam-0 poi 216 goldx4 fighting:9 roll 6+13 TAKEN WON p1 | stam=0 gold=26
ended victory after 155 turns
final p1 gold=26 stamina=0 pm=9 fm=5 mm=11 f=13 m=5
final p2 gold=13 stamina=1 pm=11 fm=10 mm=4 f=2 m=5
winners p1
